sentence,label
PRNP is associated with Osteoarthritis,0
ITGB2 is associated with Chloracne,1
LOX is associated with Motor Skills Disorders,0
PEX1 is associated with Peroxisome biogenesis disorders,1
LAMC2 is associated with Wounds and Injuries,1
"MIR134 is associated with Melanoma, Cutaneous Malignant",0
"KCNMA1 is associated with Hypertension, Pulmonary",1
APEX1 is associated with Sexual Infantilism,0
"PON1 is associated with HEMORRHAGIC DESTRUCTION OF THE BRAIN, SUBEPENDYMAL CALCIFICATION, AND CATARACTS",0
KDM5C is associated with Autistic Disorder,1
ITPR1 is associated with PREMATURE OVARIAN FAILURE 9,0
IGF2BP2 is associated with Arsenic Poisoning,1
MIR23C is associated with Pulmonary Fibrosis,1
"DISP1 is associated with Carcinoma, Merkel Cell",0
RHOA is associated with Leukoencephalopathies,1
"HLA-DMA is associated with Dermatitis, Contact",1
"DIABLO is associated with Osteoarthritis, Hip",1
PEX6 is associated with Muscle Weakness,0
MIR1343 is associated with Ascorbic Acid Deficiency,0
MTOR is associated with Hepatomegaly,1
MUC2 is associated with Adenoma,1
"CACNA1H is associated with MICROCEPHALY 16, PRIMARY, AUTOSOMAL RECESSIVE",0
LEPR is associated with Leprosy,0
CTNNB1 is associated with Lung Neoplasms,1
"CCND1 is associated with Mammary Neoplasms, Experimental",1
NECTIN2 is associated with Neoplasm Metastasis,1
NOS2 is associated with Gastroparesis,0
"ICAM1 is associated with Charcot-Marie-Tooth Disease, Dominant Intermediate A",0
"PSME1 is associated with Mammary Neoplasms, Experimental",1
"PMS2 is associated with DEAFNESS, AUTOSOMAL RECESSIVE 74",0
KRT6C is associated with Bicuspid Aortic Valve Disease,0
"EGFR is associated with Mammary Neoplasms, Experimental",1
MTHFR is associated with Cardiovascular Diseases,1
POMGNT2 is associated with Diaphanospondylodysostosis,0
"REL is associated with Arthritis, Rheumatoid",1
"GLI2 is associated with Carcinoma, Basal Cell",1
FBRSL1 is associated with Opsoclonus-Myoclonus Syndrome,0
HBA1 is associated with Carcinoma,1
"ARID1A is associated with Cervical Dystonia, Primary",0
IL1RN is associated with Hyperthermia,0
"HNRNPA2B1 is associated with Leukemia-Lymphoma, Adult T-Cell",1
NFE2L2 is associated with Epidermolysis Bullosa Simplex with Migratory Circinate Erythema,0
COL9A1 is associated with Atypical Hemolytic Uremic Syndrome,0
CTLA4 is associated with Rhabdomyoma,0
LGR6 is associated with Myelodysplastic Syndromes,1
BCL2 is associated with Polycystic Ovary Syndrome,1
ABCB4 is associated with Non-alcoholic Fatty Liver Disease,1
"AKR1C3L1 is associated with Vasospasm, Intracranial",0
EHMT2 is associated with Lung Neoplasms,1
MPDZ is associated with HYPOGONADOTROPIC HYPOGONADISM 19 WITH OR WITHOUT ANOSMIA,0
"IGFALS is associated with Puberty, Delayed",1
"AR is associated with Breast Neoplasms, Male",1
"KDR is associated with Neovascularization, Pathologic",1
BACE1 is associated with Vipoma,0
MTRFR is associated with Mitochondrial Encephalomyopathies,1
MIR708 is associated with COLE DISEASE,0
MIR337 is associated with Respiratory Distress Syndrome,1
HMOX1 is associated with Vascular System Injuries,1
COL6A1 is associated with Endocrine-Cerebroosteodysplasia,0
MC1R is associated with Melanoma,1
IDH2 is associated with Growth Disorders,1
CYP2B1 is associated with Inflammation,1
CYP46A1 is associated with Alzheimer Disease,1
HES1 is associated with Colonic Neoplasms,1
CD36 is associated with RETINITIS PIGMENTOSA 55,0
BHLHE40 is associated with Bipolar Disorder,1
PHIP is associated with Crisponi syndrome,0
"IL11 is associated with Abortion, Spontaneous",1
HMOX1 is associated with Adrenoleukodystrophy,1
"HOXD13 is associated with Arthritis, Rheumatoid",1
"MIR656 is associated with Thyroid Cancer, Papillary",1
OCLN is associated with Splenomegaly,1
IL6 is associated with Autistic Disorder,1
"GUF1 is associated with Hypersensitivity, Immediate",0
EDN1 is associated with Asthma,1
"CNTN6 is associated with Carcinoma, Adenoid Cystic",1
ERCC4 is associated with Recurrence,1
NTRK1 is associated with LEOPARD SYNDROME 3,0
KRT18 is associated with Chemical and Drug Induced Liver Injury,1
"IFNA1 is associated with INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 7",0
"NFE2L2 is associated with Ventricular Dysfunction, Left",1
MOG is associated with Paralysis,1
"RAG2 is associated with CHONDRODYSPLASIA WITH PLATYSPONDYLY, DISTINCTIVE BRACHYDACTYLY, HYDROCEPHALY, AND MICROPHTHALMIA",0
CACNA1G is associated with Immunoblastic Lymphadenopathy,0
JARID2 is associated with Multiple Sclerosis,1
MIR889 is associated with FICOLIN 3 DEFICIENCY,0
FLT1 is associated with Autism Spectrum Disorder,1
COG4 is associated with Precancerous Conditions,1
HMGB1 is associated with Essential Hypertension,1
MTHFR is associated with Autonomic Nervous System Diseases,0
DNMT1 is associated with Dementia,1
PIK3CA is associated with Breast Neoplasms,1
"CCN6 is associated with Lymphoma, Large B-Cell, Diffuse",0
CILP is associated with Intervertebral disc disease,1
"ELN is associated with Angina, Stable",0
"PRKAR1A is associated with Atrial myxoma, familial",1
IFNA2 is associated with Spinocerebellar ataxia 14,0
PSEN1 is associated with COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8,0
LMAN1 is associated with Stiff Skin Syndrome,0
CCNE1 is associated with Squamous Cell Carcinoma of Head and Neck,1
FOS is associated with Meningism,0
PRXL2B is associated with Keratosis Linearis with Ichthyosis Congenita and Sclerosing Keratoderma,0
GRIK5 is associated with Vascular Remodeling,0
"BCOR is associated with Microphthalmia, syndromic 1",1
"PROKR1 is associated with Disease Models, Animal",0
"GSTT1 is associated with INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 104",0
SALL1 is associated with Townes-Brocks syndrome,1
"DHFR is associated with Arthritis, Rheumatoid",1
HSPA8 is associated with BRUGADA SYNDROME 9,0
ACSL4 is associated with Herpes Simplex,0
NKX2-1 is associated with IMMUNODEFICIENCY 15B,0
KRT10 is associated with Hepatitis B,0
NCF1 is associated with Androgen-Insensitivity Syndrome,0
"MPZ is associated with Carcinoma, Squamous Cell",0
GRIA2 is associated with Substance Withdrawal Syndrome,1
CCL4 is associated with Brain Ischemia,1
GPX4 is associated with Cadmium Poisoning,1
"JAK2 is associated with Liver Neoplasms, Experimental",1
FGD5 is associated with Disease Progression,1
APC is associated with Weight Loss,1
"MID1 is associated with Opitz GBBB Syndrome, X-Linked",1
"MYH10 is associated with Glomerulosclerosis, Focal Segmental",1
"APOC1 is associated with SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE",0
MIR23A is associated with Bifid nose,0
AVP is associated with Heart Failure,1
"BMP6 is associated with Leukemia-Lymphoma, Adult T-Cell",1
NECTIN1 is associated with Osteoporosis,0
MLH1 is associated with Prolidase Deficiency,0
"CD34 is associated with Cell Transformation, Neoplastic",1
"PSME2 is associated with Liver Cirrhosis, Experimental",1
GDF15 is associated with Neoplasm Metastasis,1
FAM83H is associated with Craniofacial Abnormalities,1
BOC is associated with Colorectal Neoplasms,1
CRB1 is associated with LEBER CONGENITAL AMAUROSIS 8,1
CASP9 is associated with Prostatic Neoplasms,1
MYH7 is associated with Carotid Artery Thrombosis,0
"MYH14 is associated with PERIPHERAL NEUROPATHY, MYOPATHY, HOARSENESS, AND HEARING LOSS",1
CIITA is associated with Gastro-enteropancreatic neuroendocrine tumor,1
ANKRD11 is associated with Autism Spectrum Disorder,1
"FAS is associated with IMMUNODEFICIENCY 103, SUSCEPTIBILITY TO FUNGAL INFECTIONS",0
HOTAIR is associated with Stomach Neoplasms,1
"PITX1 is associated with ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT",0
"CAT is associated with Rhinitis, Allergic",1
ADCY5 is associated with Cardiomyopathies,1
"RFLNB is associated with Fibrous Dysplasia, Polyostotic",0
"MIR18B is associated with 46, XY Sex Reversal 5",0
MITF is associated with Granulosa Cell Tumor,0
LIPC is associated with Hyperemia,1
"ABCC1 is associated with ALPORT SYNDROME 1, X-LINKED",0
ACE is associated with Spinal Cord Diseases,0
"AK1 is associated with Adenylate Kinase Deficiency, Hemolytic Anemia Due To",1
APCS is associated with Stevens-Johnson Syndrome,1
ERF is associated with Pneumonia,0
POMC is associated with Mental Disorders,1
"MIR6240 is associated with PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE SYNDROME, TELOMERE-RELATED, 3",0
"HYCC1 is associated with ATRIAL FIBRILLATION, FAMILIAL, 11",0
MPP1 is associated with Androgen-Insensitivity Syndrome,0
"MYH6 is associated with Cardiomyopathy, Hypertrophic",1
IL5 is associated with Hereditary Sensory and Autonomic Neuropathies,0
MIR29A is associated with Breast Neoplasms,1
"DHFR is associated with Spherocytosis, Type 5",0
GSTM1 is associated with Vitamin B 12 Deficiency,0
MIR205 is associated with Spinal Cord Diseases,0
OXT is associated with Prostatic Diseases,1
"PRDX1 is associated with Spondyloepimetaphyseal Dysplasia, X-Linked",0
"POMC is associated with Spasms, Infantile",0
F7 is associated with Torticollis,0
"LGALS3 is associated with CILIARY DYSKINESIA, PRIMARY, 36, X-LINKED",0
RET is associated with Multiple Endocrine Neoplasia Type 2b,1
ALDH1A2 is associated with Parkinsonian Disorders,1
PODXL is associated with Lymphatic Abnormalities,0
CACNA1B is associated with Peripheral Nervous System Diseases,1
AREG is associated with Acatalasia,0
FTL is associated with Keloid,1
NOS3 is associated with Intestinal Perforation,1
GFI1 is associated with Spinocerebellar Ataxias,1
ANXA5 is associated with Stomach Neoplasms,1
FTH1 is associated with Glioma,1
BRMS1 is associated with Severe combined immunodeficiency with sensitivity to ionizing radiation,0
CCR10 is associated with Status Epilepticus,1
"RARB is associated with Myopathy with Lactic Acidosis, Hereditary",0
MAPK3 is associated with Developmental Disabilities,1
CRP is associated with Retinitis Pigmentosa 2,0
"IL23R is associated with Prostatic Neoplasms, Castration-Resistant",0
PON1 is associated with Epidermolysis Bullosa Simplex with Migratory Circinate Erythema,0
MYC is associated with Ovarian Neoplasms,1
CALCR is associated with Avoidant Restrictive Food Intake Disorder,0
KRAS is associated with Liver Neoplasms,1
CCL1 is associated with Chromosome Disorders,0
"ETFA is associated with Carcinoma, Hepatocellular",1
CTNNB1 is associated with Recurrence,1
CD40LG is associated with Spinocerebellar Ataxia 10,0
"FBLN5 is associated with THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL RECESSIVE",0
"MIR148A is associated with RETINAL ARTERIES, TORTUOSITY OF",0
CHMP2B is associated with Frontotemporal Dementia,1
AHR is associated with Mucositis,0
S1PR2 is associated with Dengue,0
KRT14 is associated with COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8,0
MCAM is associated with Neurogenic Inflammation,1
ERP29 is associated with Adenocarcinoma of Lung,1
"PIK3CA is associated with MACULAR DEGENERATION, AGE-RELATED, 14",0
RBCK1 is associated with Cardiomegaly,1
DNMT1 is associated with Prostatic Intraepithelial Neoplasia,1
DNMT1 is associated with Prekallikrein Deficiency,0
"LPAR6 is associated with Abortion, Spontaneous",0
"NEXN is associated with Spondyloepimetaphyseal dysplasia, Genevieve type",0
"GPR158 is associated with Spondylitis, Ankylosing",0
"SAP30L is associated with Charcot-Marie-Tooth Disease, Type 4H",0
CKM is associated with Ischemia,1
S100A4 is associated with GREENBERG DYSPLASIA,0
"AGTR1 is associated with Carcinoma, Pancreatic Ductal",1
"GADD45A is associated with MIDFACE HYPOPLASIA, HEARING IMPAIRMENT, ELLIPTOCYTOSIS, AND NEPHROCALCINOSIS",0
NPHP3 is associated with Coronary Disease,0
CHD4 is associated with Arnold-Chiari Malformation,0
KRT10 is associated with Focal Facial Dermal Dysplasias,0
IGF1 is associated with Drug-Related Side Effects and Adverse Reactions,1
MIR338 is associated with Ovarian Neoplasms,0
ETV6 is associated with Cerebral Cavernous Malformations 2,0
OGDHL is associated with Romano-Ward Syndrome,0
RARRES2 is associated with Metachromatic Leukodystrophy due to Saposin B Deficiency,0
"PPARGC1A is associated with Ceroid lipofuscinosis, neuronal 1, infantile",1
"PITPNM3 is associated with Carcinoma, Hepatocellular",1
CNR2 is associated with Atherosclerosis,1
"IFNG is associated with Meckel Syndrome, Type 5",0
DNM3 is associated with Kidney Neoplasms,1
CCS is associated with Deficiency Diseases,1
"NR3C1 is associated with 46, XX Disorders of Sex Development",1
F2R is associated with Inflammation,1
"PPIA is associated with Carcinoma, Non-Small-Cell Lung",1
ARHGEF12 is associated with Weaver syndrome,0
"ANKRD26 is associated with AORTIC ANEURYSM, FAMILIAL THORACIC 8",0
"POLR3A is associated with Leukodystrophy, Hypomyelinating, with Hypodontia and Hypogonadotropic Hypogonadism",1
MGAT2 is associated with Morphine Dependence,0
IL5 is associated with Pulmonary Fibrosis,1
ERBB2 is associated with KERATOSIS PILARIS ATROPHICANS,0
CHD7 is associated with LIPOYLTRANSFERASE 1 DEFICIENCY,0
AHR is associated with Peanut Hypersensitivity,1
MCC is associated with Adenomatous Polyposis Coli,1
MIR376A is associated with Myocardial Reperfusion Injury,1
CTNNB1 is associated with No-Reflow Phenomenon,1
CYP3A9 is associated with Nephrosis,1
"PCDH15 is associated with Hypertension, Early-Onset, Autosomal Dominant, with Severe Exacerbation in Pregnancy",0
"PNPLA6 is associated with Spermatogenic Failure, Nonobstructive, Y-Linked",0
"ATXN8OS is associated with PARKINSON DISEASE, LATE-ONSET",1
CP is associated with Menkes Kinky Hair Syndrome,1
IL1RN is associated with Primary Graft Dysfunction,0
MPO is associated with Trichuriasis,1
IRS1 is associated with Coronary Disease,1
RELA is associated with Contiguous Abcd1-Dxs1375e Deletion Syndrome,0
RBP1 is associated with Chemical and Drug Induced Liver Injury,1
MET is associated with Lung Neoplasms,1
"PDYN is associated with Mesothelioma, Malignant",0
"HSPA6 is associated with Mental Retardation, X-Linked, Syndromic, Turner Type",0
"RPE65 is associated with Optic Atrophy, Hereditary, Leber",1
MIR192 is associated with Necrosis,1
KCNK3 is associated with Alkalosis,0
GSTM5 is associated with Autism Spectrum Disorder,1
GREP1 is associated with Hypoglycemia,0
CA3 is associated with Obesity,1
AOC1 is associated with Congenital contractural arachnodactyly,0
CHIT1 is associated with Gaucher Disease,1
GNPTAB is associated with MUCOLIPIDOSIS II ALPHA/BETA,1
"IL1A is associated with Anemia, Dyserythropoietic, Congenital",0
RECQL4 is associated with Rapadilino syndrome,1
IFI30 is associated with Hematoma,0
EHMT2 is associated with Hypoparathyroidism familial isolated,0
CDKN2B-AS1 is associated with Endometriosis,1
CSF2 is associated with AICAR Transformylase Inosine Monophosphate Cyclohydrolase Deficiency,0
"PIM1 is associated with Cell Transformation, Neoplastic",1
"EDA is associated with Ectodermal Dysplasia 1, Anhidrotic",1
"ERBB2 is associated with Usher syndrome, type 1F",0
"C4B is associated with Bile acid synthesis defect, congenital, 4",0
CYP2B6 is associated with Female Urogenital Diseases,0
"PLK2 is associated with Cataract, Cortical, Juvenile-Onset",0
"IFNG is associated with BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 3",0
ALOX5 is associated with Lipodystrophy,0
"GAD2 is associated with CYANOSIS, TRANSIENT NEONATAL",0
"CAT is associated with Dyskinesia, Familial, with Facial Myokymia",0
PAX3 is associated with Brain Stem Neoplasms,0
"LEP is associated with Obesity, Morbid",1
"EDA is associated with Hyperinsulinemic hypoglycemia, familial, 6",0
IL12B is associated with Meningitis,0
MAD2L1 is associated with Alpha-Thalassemia Myelodysplasia Syndrome,0
"MPO is associated with MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY",0
"ANO3 is associated with Seizures, Febrile",1
ACKR3 is associated with Colorectal Neoplasms,1
IDH3B is associated with Stomach Neoplasms,1
"ASXL1 is associated with Neoplasm Recurrence, Local",1
"ALS2 is associated with Amyotrophic Lateral Sclerosis 2, Juvenile",1
"RRM1 is associated with Carcinoma, Hepatocellular",1
NUS1 is associated with Melanoma,1
MIR143 is associated with Cholestasis,1
MIR145 is associated with Waldenstrom Macroglobulinemia,0
"MIR140 is associated with Neoplasm, Residual",0
DLX5 is associated with Split-Hand-Foot Malformation With Sensorineural Hearing Loss,1
COPA is associated with Arthritis,1
IL4 is associated with Femur Head Necrosis,0
AGTR1 is associated with Hereditary Autoinflammatory Diseases,0
GATA6 is associated with ATRIAL SEPTAL DEFECT 9,1
ALDH2 is associated with Colorectal Neoplasms,1
KDM5C is associated with Binge-Eating Disorder,0
LTC4S is associated with Hyperkinesis,0
"GJB3 is associated with Hearing Loss, Sensorineural",1
"GRIK2 is associated with Pulmonary Disease, Chronic Obstructive",0
FAAH is associated with Substance Withdrawal Syndrome,1
LAMTOR5 is associated with Glucose Intolerance,1
EGFR is associated with Neoplasm Metastasis,1
ALB is associated with Respiratory Distress Syndrome,1
ADORA2A is associated with Chediak-Higashi Syndrome,0
PARP1 is associated with Intellectual Disability,1
"RRAS2 is associated with Leukemia, Myelomonocytic, Juvenile",1
"CPA1 is associated with Pancreatitis, Chronic",1
